Site,Date,ID,Sector,Unit,Layer,Level
VB,2005,1658,,H16,A,4
VB,2005,1659,,H16,A,4
VB,2005,1661,,H16,A,4
VB,2005,1665,,H15,A,4
VB,2005,1665,,H15,A,4
VB,2005,1665,,H15,A,4
VB,2005,1691,,G15,A,2
VB,2005,1694,,H16,A,4
VB,2005,1726,,G15,A,2
VB,2005,1727,,G15,A,2
VB,2005,1728,,G15,A,2
VB,2005,1739,,H16,A,4
VB,2005,1739,,H16,A,4
VB,2005,1739,,H16,A,4
VB,2005,1739,,H16,A,4
VB,2005,1739,,H16,A,4
VB,2005,1739,,H16,A,4
VB,2005,1739,,H16,A,4
VB,2005,1740,,H16,A,4
VB,2005,1741,,H16,A,4
VB,2005,1744,,H16,A,4
VB,2005,1749,,G15,A,2
VB,2005,1749,,G15,A,2
VB,2005,1752,,G15,A,2
VB,2005,1758,,H16,A,4
VB,2005,1759,,H16,A,4
VB,2005,1841,,H16,A,4
VB,2005,1841,,H16,A,4
VB,2005,1841,,H16,A,4
VB,2005,1841,,H16,A,4
VB,2005,1841,,H16,A,4
VB,2005,1844,,H16,A,4
VB,2005,1846,,H16,A,4
VB,2005,1848,,H16,A,4
VB,2005,1851,,H15,A,4
VB,2005,1857,,H15,A,4
VB,2005,1857,,H15,A,4
VB,2005,1857,,H15,A,4
VB,2005,1857,,H15,A,4
VB,2005,1857,,H15,A,4
VB,2005,1906,,J15,A,2
VB,2005,1907,,J15,A,2
VB,2005,1908,,J15,A,2
VB,2005,1910,,H16,A,4
VB,2005,1910,,H16,A,4
VB,2005,1918,,H16,A,4
VB,2005,1920,,H15,A,4
VB,2005,1921,,H15,A,4
VB,2005,1950,,H16,A,5
VB,2005,1953,,H16,A,5
VB,2005,1954,,H16,A,5
VB,2005,1957,,H16,A,5
VB,2005,1958,,H16,A,5
VB,2005,1962,,H16,A,4
VB,2005,1987,,G15,A,2
VB,2005,1987,,G15,A,2
VB,2005,1987,,G15,A,2
VB,2005,1988,,G15,A,2
VB,2005,1990,,G15,A,2
VB,2005,2012,,H16,A,5
VB,2005,2013,,H16,A,5
VB,2005,2016,,H16,A,5
VB,2005,2017,,H16,A,5
VB,2005,2017,,H16,A,5
VB,2005,2017,,H16,A,5
VB,2005,2017,,H16,A,5
VB,2005,2018,,H15,A,4
VB,2005,2018,,H15,A,4
VB,2005,2018,,H15,A,4
VB,2005,2018,,H15,A,4
VB,2005,2018,,H15,A,4
VB,2005,2018,,H15,A,4
VB,2005,2018,,H15,A,4
VB,2005,2019,,H15,A,4
VB,2005,2027,,H16,A,5
VB,2005,2028,,H16,A,5
VB,2005,2102,,H16,A,5
VB,2005,2103,,H16,A,5
VB,2005,2104,,H16,A,5
VB,2005,2105,,H16,A,5
VB,2005,2108,,H16,A,5
VB,2005,2110,,H16,A,5
VB,2005,2112,,H16,A,5
VB,2005,2114,,H16,A,5
VB,2005,2115,,H15,A,4
VB,2005,2116,,H15,A,4
VB,2005,2150,,G15,A,2
VB,2005,2150,,G15,A,2
VB,2005,2151,,G15,A,2
VB,2005,2151,,G15,A,2
VB,2005,2152,,H16,A,5
VB,2005,2152,,H16,A,5
VB,2005,2152,,H16,A,5
VB,2005,2152,,H16,A,5
VB,2005,2152,,H16,A,5
VB,2005,2152,,H16,A,5
VB,2005,2152,,H16,A,5
VB,2005,2152,,H16,A,5
VB,2005,2152,,H16,A,5
VB,2005,2156,,H16,A,5
VB,2005,2158,,H16,A,5
VB,2005,2160,,H16,A,5
VB,2005,2161,,H16,A,5
VB,2005,2162,,H16,A,5
VB,2005,2163,,H16,A,5
VB,2005,2164,,H16,A,5
VB,2005,2165,,H15,A,4
VB,2005,2168,,H15,A,4
VB,2005,2168,,H15,A,4
VB,2005,2168,,H15,A,4
VB,2005,2168,,H15,A,4
VB,2005,2168,,H15,A,4
VB,2005,2199,,F15,B,1
VB,2005,2199,,F15,B,1
VB,2005,2199,,F15,B,1
VB,2005,2199,,F15,B,1
VB,2005,2199,,F15,B,1
VB,2005,2199,,F15,B,1
VB,2005,2199,,F15,B,1
VB,2005,2199,,F15,B,1
VB,2005,2199,,F15,B,1
VB,2005,2199,,F15,B,1
VB,2005,2199,,F15,B,1
VB,2005,2200,,F15,B,1
VB,2005,2213,,H16,A,5
VB,2005,2215,,H16,A,5
VB,2005,2216,,H16,A,5
VB,2005,2219,,H16,A,5
VB,2005,2249,,H16,A,5
VB,2005,2249,,H16,A,5
VB,2005,2249,,H16,A,5
VB,2005,2249,,H16,A,5
VB,2005,2249,,H16,A,5
VB,2005,2249,,H16,A,5
VB,2005,2252,,H16,A,5
VB,2005,2253,,H15,A,5
VB,2005,2254,,H16,A,5
VB,2005,2257,,H16,A,5
VB,2005,2258,,H15,A,4
VB,2005,2288,,F15,B,1
VB,2005,2290,,H16,A,5
VB,2005,2291,,H16,A,5
VB,2005,2292,,H16,A,5
VB,2005,2298,,H16,A,5
VB,2005,2303,,H16,A,5
VB,2005,2304,,H16,A,5
VB,2005,2305,,H16,A,5
VB,2005,2362,,F15,B,1
VB,2005,2362,,F15,B,1
VB,2005,2363,,G15,A,3
VB,2005,2366,,G15,A,3
VB,2005,2376,,H16,A,5
VB,2005,2376,,H16,A,5
VB,2005,2376,,H16,A,5
VB,2005,2376,,H16,A,5
VB,2005,2376,,H16,A,5
VB,2005,2376,,H16,A,5
VB,2005,2376,,H16,A,5
VB,2005,2376,,H16,A,5
VB,2005,2376,,H16,A,5
VB,2005,2377,,H15,A,4
VB,2005,2377,,H15,A,4
VB,2005,2377,,H15,A,4
VB,2005,2377,,H15,A,4
VB,2005,2396,,F15,B,1
VB,2005,2397,,G15,A,3
VB,2005,2401,,H16,A,5
VB,2005,2403,,H16,A,5
VB,2005,2404,,H16,A,5
VB,2005,2405,,H16,A,5
VB,2005,2406,,H16,A,5
VB,2005,2407,,H16,A,5
VB,2005,2407,,H16,A,5
VB,2005,2407,,H16,A,5
VB,2005,2407,,H16,A,5
VB,2005,2407,,H16,A,5
VB,2005,2407,,H16,A,5
VB,2005,2407,,H16,A,5
VB,2005,2407,,H16,A,5
VB,2005,2407,,H16,A,5
VB,2005,2425,,F15,B,1
VB,2005,2426,,G15,A,3
VB,2005,2426,,G15,A,3
VB,2005,2429,,G15,A,3
VB,2005,2429,,G15,A,3
VB,2005,2430,,G15,A,3
VB,2005,2453,,F15,B,1
VB,2005,2454,,F15,B,1
VB,2005,2455,,G15,A,3
VB,2005,2456,,G15,A,3
VB,2005,2457,,G15,A,3
VB,2005,2474,,H16,A,6
VB,2005,2474,,H16,A,6
VB,2005,2474,,H16,A,6
VB,2005,2474,,H16,A,6
VB,2005,2474,,H16,A,6
VB,2005,2474,,H16,A,6
VB,2005,2474,,H16,A,6
VB,2005,2474,,H16,A,6
VB,2005,2474,,H16,A,6
VB,2005,2474,,H16,A,6
VB,2005,2474,,H16,A,6
VB,2005,2496,,H16,A,6
VB,2005,2505,,H15,A,4
VB,2005,2506,,G15,A,3
VB,2005,2558,,G15,A,3
VB,2005,2558,,G15,A,3
VB,2005,2558,,G15,A,3
VB,2005,2558,,G15,A,3
VB,2005,2558,,G15,A,3
VB,2005,2558,,G15,A,3
VB,2005,2562,,H16,A,6
VB,2005,2565,,H16,A,6
VB,2005,2567,,H16,A,6
VB,2005,2568,,H16,A,6
VB,2005,2569,,H16,A,6
VB,2005,2570,,H16,A,6
VB,2005,2572,,H15,A,4
VB,2005,2632,,G15,A,3
VB,2005,2632,,G15,A,3
VB,2005,2632,,G15,A,3
VB,2005,2632,,G15,A,3
VB,2005,2632,,G15,A,3
VB,2005,2634,,G15,A,3
VB,2005,2635,,G15,A,3
VB,2005,2637,,H16,A,6
VB,2005,2645,,H16,A,6
VB,2005,2645,,H16,A,6
VB,2005,2645,,H16,A,6
VB,2005,2645,,H16,A,6
VB,2005,2645,,H16,A,6
VB,2005,2645,,H16,A,6
VB,2005,2645,,H16,A,6
VB,2005,2645,,H16,A,6
VB,2005,2683,,F15,B,2
VB,2005,2686,,F15,B,2
VB,2005,2687,,F15,B,2
VB,2005,2699,,H16,A,6
VB,2005,2700,,H16,A,6
VB,2005,2746,,F15,B,2
VB,2005,2747,,F15,B,2
VB,2005,2751,,G15,A,3
VB,2005,2751,,G15,A,3
VB,2005,2752,,G15,A,4
VB,2005,2753,,G15,A,4
VB,2005,2761,,H16,A,6
VB,2005,2762,,H16,A,6
VB,2005,2764,,H16,A,6
VB,2005,2765,,H16,A,6
VB,2005,2767,,H15,A,4
VB,2005,2767,,H15,A,4
VB,2005,2767,,H15,A,4
VB,2005,2767,,H15,A,4
VB,2005,2767,,H15,A,4
VB,2005,2767,,H15,A,4
VB,2005,2768,,H15,A,4
VB,2005,2769,,H15,A,4
VB,2005,2830,,G15,A,4
VB,2005,2832,,G15,A,4
VB,2005,2839,,G15,A,4
VB,2005,2842,,H16,A,6
VB,2005,2849,,H15,A,4
VB,2005,2851,,H15,A,4
VB,2005,2852,,H15,A,4
VB,2005,2853,,H15,A,4
VB,2005,2869,,G15,A,4
VB,2005,2872,,G15,A,4
VB,2005,2878,,H15,A,5
VB,2005,2883,,H15,A,5
VB,2005,2884,,H15,A,5
VB,2005,2885,,H15,A,5
VB,2005,2887,,H15,A,5
VB,2005,2914,,G15,A,4
VB,2005,2919,,H15,A,5
VB,2005,2920,,H15,A,5
VB,2005,2921,,H15,A,5
VB,2005,2922,,H15,A,5
VB,2005,2925,,H15,A,5
VB,2005,2927,,H15,A,5
VB,2005,2927,,H15,A,5
VB,2005,2928,,H15,A,5
VB,2005,2961,,G15,A,4
VB,2005,2966,,G15,A,4
VB,2005,2966,,G15,A,4
VB,2005,2968,,G15,A,4
VB,2005,2968,,G15,A,4
VB,2005,2969,,G15,A,4
VB,2005,2969,,G15,A,4
VB,2005,2970,,H15,A,5
VB,2005,2970,,H15,A,5
VB,2005,2970,,H15,A,5
VB,2005,2971,,H15,A,5
VB,2005,3012,,H15,A,5
VB,2005,3012,,H15,A,5
VB,2005,3012,,H15,A,5
VB,2005,3012,,H15,A,5
VB,2005,3029,,G15,A,4
VB,2005,3030,,G15,A,4
VB,2005,3034,,G15,A,4
VB,2005,3034,,G15,A,4
VB,2005,3034,,G15,A,4
VB,2005,3034,,G15,A,4
VB,2005,3034,,G15,A,4
VB,2005,3034,,G15,A,4
VB,2005,3034,,G15,A,4
VB,2005,3034,,G15,A,4
VB,2005,3035,,H15,A,5
VB,2005,3036,,H15,A,5
VB,2005,3036,,H15,A,5
VB,2005,3036,,H15,A,5
VB,2005,3044,,G15,A,4
VB,2005,3044,,G15,A,4
VB,2005,3044,,G15,A,4
VB,2005,3049,,G15,A,5
VB,2006,6,,H16,B,1
VB,2006,7,,H16,B,1
VB,2006,20,,H16,B,1
VB,2006,21,,G15,B,1
VB,2006,28,,G15,B,1
VB,2006,32,,H16,B,1
VB,2006,33,,H16,B,1
VB,2006,33,,H16,B,1
VB,2006,33,,H16,B,1
VB,2006,33,,H16,B,1
VB,2006,33,,H16,B,1
VB,2006,41,,H15,B,1
VB,2006,41,,H15,B,1
VB,2006,41,,H15,B,1
VB,2006,42,,H16,B,1
VB,2006,43,,H16,B,1
VB,2006,44,,H15,B,1
VB,2006,46,,G15,A,3
VB,2006,46,,G15,A,3
VB,2006,51,,H15,B,1
VB,2006,54,,H16,B,1
VB,2006,55,,H16,B,1
VB,2006,56,,H16,B,1
VB,2006,56,,H16,B,1
VB,2006,56,,H16,B,1
VB,2006,56,,H16,B,1
VB,2006,61,,H15,B,1
VB,2006,62,,H15,B,1
VB,2006,67,,H15,B,1
VB,2006,68,,G15,B,1
VB,2006,72,,H16,B,1
VB,2006,74,,H16,B,1
VB,2006,74,,H16,B,1
VB,2006,74,,H16,B,1
VB,2006,74,,H16,B,1
VB,2006,74,,H16,B,1
VB,2006,74,,H16,B,1
VB,2006,74,,H16,B,1
VB,2006,77,,I15,A,6
VB,2006,89,,H15,B,1
VB,2006,92,,H16,B,1
VB,2006,102,,H16,B,1
VB,2006,113,,H16,B,1
VB,2006,119,,G15,B,2
VB,2006,120,,G15,B,2
VB,2006,121,,H16,B,1
VB,2006,122,,H16,B,1
VB,2006,122,,H16,B,1
VB,2006,122,,H16,B,1
VB,2006,122,,H16,B,1
VB,2006,122,,H16,B,1
VB,2006,122,,H16,B,1
VB,2006,122,,H16,B,1
VB,2006,122,,H16,B,1
VB,2006,122,,H16,B,1
VB,2006,122,,H16,B,1
VB,2006,122,,H16,B,1
VB,2006,129,,H15,B,1
VB,2006,130,,H16,B,1
VB,2006,132,,H16,B,1
VB,2006,135,,G15,B,2
VB,2006,137,,H15,B,1
VB,2006,138,,H16,B,1
VB,2006,139,,H16,B,1
VB,2006,139,,H16,B,1
VB,2006,139,,H16,B,1
VB,2006,142,,H15,B,1
VB,2006,150,,H16,B,2
VB,2006,158,,G15,B,2
VB,2006,169,,G16,A,4
VB,2006,180,,H15,B,1
VB,2006,183,,H16,B,2
VB,2006,195,,H16,B,2
VB,2006,195,,H16,B,2
VB,2006,197,,H15,B,1
VB,2006,198,,H15,B,1
VB,2006,201,,G15,B,2
VB,2006,203,,H15,B,1
VB,2006,211,,H16,B,2
VB,2006,214,,H15,B,1
VB,2006,216,,H15,B,1
VB,2006,220,,H15,B,1
VB,2006,227,,H16,B,2
VB,2006,227,,H16,B,2
VB,2006,227,,H16,B,2
VB,2006,227,,H16,B,2
VB,2006,239,,H16,B,2
VB,2006,239,,H16,B,2
VB,2006,242,,H15,B,1
VB,2006,244,,H16,B,2
VB,2006,253,,H15,B,2
VB,2006,259,,H16,B,3
VB,2006,261,,H16,B,2
VB,2006,261,,H16,B,2
VB,2006,261,,H16,B,2
VB,2006,261,,H16,B,2
VB,2006,261,,H16,B,2
VB,2006,263,,H15,B,2
VB,2006,274,,G15,B,2
VB,2006,277,,H16,B,3
VB,2006,286,,H15,B,2
VB,2006,309,,H16,B,3
VB,2006,310,,H15,B,2
VB,2006,310,,H15,B,2
VB,2006,311,,G15,C,1
VB,2006,315,,H16,B,3
VB,2006,323,,I16,A,5
VB,2006,330,,H16,B,3
VB,2006,332,,H16,B,3
VB,2006,334,,I15,A,5
VB,2006,337,,I16,A,5
VB,2006,340,,H15,B,2
VB,2006,341,,I15,A,5
VB,2006,346,,I15,A,5
VB,2006,346,,I15,A,5
VB,2006,350,,I15,A,5
VB,2006,365,,H16,B,3
VB,2006,380,,I15,A,5
VB,2006,382,,I16,A,5
VB,2006,383,,I16,A,5
VB,2006,383,,I16,A,5
VB,2006,383,,I16,A,5
VB,2006,384,,H16,B,3
VB,2006,384,,H16,B,3
VB,2006,384,,H16,B,3
VB,2006,385,,H16,B,3
VB,2006,386,,H16,B,3
VB,2006,387,,H15,B,2
VB,2006,393,,H15,B,2
VB,2006,394,,I15,A,5
VB,2006,395,,I15,A,5
VB,2006,401,,H15,B,2
VB,2006,402,,I16,A,5
VB,2006,403,,G15,C,1
VB,2006,404,,H16,B,3
VB,2006,405,,H16,B,3
VB,2006,406,,H16,B,3
VB,2006,407,,H16,B,3
VB,2006,408,,I16,A,5
VB,2006,410,,I16,A,5
VB,2006,411,,I16,A,5
VB,2006,414,,I16,A,5
VB,2006,424,,I15,A,5
VB,2006,426,,H16,B,3
VB,2006,426,,H16,B,3
VB,2006,426,,H16,B,3
VB,2006,426,,H16,B,3
VB,2006,426,,H16,B,3
VB,2006,426,,H16,B,3
VB,2006,426,,H16,B,3
VB,2006,430,,I15,A,6
VB,2006,432,,I15,A,6
VB,2006,440,,H15,B,2
VB,2006,440,,H15,B,2
VB,2006,449,,I16,A,6
VB,2006,450,,I16,A,6
VB,2006,451,,I16,A,6
VB,2006,455,,H15,C,1
VB,2006,458,,H15,B,3
VB,2006,464,,H16,C,1
VB,2006,465,,H16,C,1
VB,2006,466,,H16,C,1
VB,2006,467,,H16,C,1
VB,2006,468,,I15,A,6
VB,2006,469,,I15,A,6
VB,2006,482,,H16,C,1
VB,2006,490,,I16,A,6
VB,2006,491,,I16,A,6
VB,2006,494,,I15,A,6
VB,2006,494,,I15,A,6
VB,2006,494,,I15,A,6
VB,2006,497,,H16,C,1
VB,2006,500,,I16,A,6
VB,2006,500,,I16,A,6
VB,2006,500,,I16,A,6
VB,2006,507,,I15,A,6
VB,2006,508,,H16,C,1
VB,2006,514,,H16,C,1
VB,2006,516,,H16,C,1
VB,2006,520,,H15,B,2
VB,2006,523,,H15,B,2
VB,2006,523,,H15,B,2
VB,2006,523,,H15,B,2
VB,2006,523,,H15,B,2
VB,2006,523,,H15,B,2
VB,2006,524,,I16,A,6
VB,2006,526,,I15,A,6
VB,2006,530,,G15,C,2
VB,2006,535,,I15,A,6
VB,2006,539,,I16,A,6
VB,2006,542,,H15,B,3
VB,2006,550,,H15,C,1
VB,2006,554,,I16,A,6
VB,2006,556,,I15,A,6
VB,2006,561,,I16,A,6
VB,2006,562,,I16,A,6
VB,2006,563,,I16,A,6
VB,2006,565,,I16,A,6
VB,2006,566,,I16,A,6
VB,2006,573,,H16,C,1
VB,2006,577,,H16,C,1
VB,2006,578,,I16,A,6
VB,2006,578,,I16,A,6
VB,2006,578,,I16,A,6
VB,2006,578,,I16,A,6
VB,2006,578,,I16,A,6
VB,2006,578,,I16,A,6
VB,2006,578,,I16,A,6
VB,2006,578,,I16,A,6
VB,2006,578,,I16,A,6
VB,2006,578,,I16,A,6
VB,2006,578,,I16,A,6
VB,2006,581,,H15,C,1
VB,2006,581,,H15,C,1
VB,2006,584,,I15,A,6
VB,2006,585,,I15,A,6
VB,2006,596,,H16,C,1
VB,2006,597,,H16,C,1
VB,2006,597,,H16,C,1
VB,2006,598,,H16,C,1
VB,2006,600,,H16,C,1
VB,2006,600,,H16,C,1
VB,2006,604,,I15,A,6
VB,2006,610,,H16,C,1
VB,2006,611,,I16,A,6
VB,2006,612,,G15,C,3
VB,2006,613,,H15,C,1
VB,2006,614,,H15,C,1
VB,2006,617,,H16,C,1
VB,2006,626,,I15,A,7
VB,2006,628,,H15,C,1
VB,2006,637,,I15,A,7
VB,2006,644,,H16,C,2
VB,2006,645,,H15,C,1
VB,2006,646,,H16,C,2
VB,2006,647,,H16,C,2
VB,2006,650,,I15,A,7
VB,2006,655,,I15,A,7
VB,2006,657,,I15,A,7
VB,2006,660,,I15,A,7
VB,2006,661,,I15,A,7
VB,2006,661,,I15,A,7
VB,2006,661,,I15,A,7
VB,2006,661,,I15,A,7
VB,2006,661,,I15,A,7
VB,2006,661,,I15,A,7
VB,2006,661,,I15,A,7
VB,2006,661,,I15,A,7
VB,2006,661,,I15,A,7
VB,2006,661,,I15,A,7
VB,2006,661,,I15,A,7
VB,2006,661,,I15,A,7
VB,2006,661,,I15,A,7
VB,2006,661,,I15,A,7
VB,2006,667,,H16,C,2
VB,2006,670,,I15,A,7
VB,2006,676,,I16,A,7
VB,2006,677,,I16,A,7
VB,2006,677,,I16,A,7
VB,2006,684,,I15,A,7
VB,2006,685,,I15,A,7
VB,2006,687,,H15,C,1
VB,2006,689,,H15,C,1
VB,2006,690,,I16,A,7
VB,2006,690,,I16,A,7
VB,2006,692,,I16,A,7
VB,2006,699,,I16,A,7
VB,2006,699,,I16,A,7
VB,2006,701,,I15,A,7
VB,2006,701,,I15,A,7
VB,2006,701,,I15,A,7
VB,2006,701,,I15,A,7
VB,2006,701,,I15,A,7
VB,2006,706,,H15,C,1
VB,2006,707,,H15,C,1
VB,2006,708,,H15,C,1
VB,2006,708,,H15,C,1
VB,2006,708,,H15,C,1
VB,2006,715,,I15,A,8
VB,2006,718,,H16,C,2
VB,2006,718,,H16,C,2
VB,2006,718,,H16,C,2
VB,2006,720,,H16,C,2
VB,2006,721,,I15,A,8
VB,2006,727,,H15,C,1
VB,2006,727,,H15,C,1
VB,2006,727,,H15,C,1
VB,2006,733,,I16,A,8
VB,2006,736,,I16,A,8
VB,2006,737,,I16,A,8
VB,2006,740,,G16,A,4
VB,2006,744,,G16,A,4
VB,2006,746,,G16,A,4
VB,2006,746,,G16,A,4
VB,2006,746,,G16,A,4
VB,2006,746,,G16,A,4
VB,2006,747,,I16,A,8
VB,2006,747,,I16,A,8
VB,2006,747,,I16,A,8
VB,2006,747,,I16,A,8
VB,2006,747,,I16,A,8
VB,2006,749,,I15,A,8
VB,2006,769,,I15,A,8
VB,2006,769,,I15,A,8
VB,2006,771,,I16,A,8
VB,2006,771,,I16,A,8
VB,2006,771,,I16,A,8
VB,2006,771,,I16,A,8
VB,2006,771,,I16,A,8
VB,2006,773,,I15,A,8
VB,2006,774,,I15,A,8
VB,2006,775,,I15,A,8
VB,2006,776,,G16,A,4
VB,2006,779,,G16,A,4
VB,2006,780,,G16,A,4
VB,2006,784,,I15,A,8
VB,2006,786,,I15,A,8
VB,2006,790,,I15,A,8
VB,2006,791,,I15,A,8
VB,2006,792,,I15,A,8
VB,2006,793,,I16,A,8
VB,2006,796,,G16,C,1
VB,2006,800,,G16,A,4
VB,2006,800,,G16,A,4
VB,2006,804,,I16,B,1
VB,2006,810,,G16,A,5
VB,2006,816,,I16,B,1
VB,2006,818,,I16,B,1
VB,2006,824,,I16,B,1
VB,2006,826,,I16,B,1
VB,2006,827,,I16,B,1
VB,2006,830,,I15,B,1
VB,2006,830,,I15,B,1
VB,2006,831,,I16,B,1
VB,2006,838,,I15,B,1
VB,2006,838,,I15,B,1
VB,2006,839,,I16,B,1
VB,2006,839,,I16,B,1
VB,2006,839,,I16,B,1
VB,2006,839,,I16,B,1
VB,2006,839,,I16,B,1
VB,2006,839,,I16,B,1
VB,2006,841,,I16,B,1
VB,2006,842,,I16,B,1
VB,2006,844,,G16,A,5
VB,2006,845,,G16,A,5
VB,2006,845,,G16,A,5
VB,2006,845,,G16,A,5
VB,2006,848,,I15,B,1
VB,2006,849,,I15,B,1
VB,2006,850,,I15,B,1
VB,2006,853,,I15,B,1
VB,2006,853,,I15,B,1
VB,2006,856,,I16,B,1
VB,2006,867,,I15,B,1
VB,2006,871,,G16,A,6
VB,2006,872,,I15,B,1
VB,2006,873,,I15,B,1
VB,2006,875,,I16,B,1
VB,2006,875,,I16,B,1
VB,2006,875,,I16,B,1
VB,2006,876,,I16,B,1
VB,2006,890,,I15,B,1
VB,2006,890,,I15,B,1
VB,2006,890,,I15,B,1
VB,2006,895,,I15,B,1
VB,2006,899,,I15,B,1
VB,2006,902,,I16,B,1
VB,2006,902,,I16,B,1
VB,2006,903,,G16,B,1
VB,2006,905,,G16,B,1
VB,2006,905,,G16,B,1
VB,2006,905,,G16,B,1
VB,2006,905,,G16,B,1
VB,2006,936,,I16,B,2
VB,2006,937,,I16,B,2
VB,2006,967,,G16,B,2
VB,2006,968,,I16,B,2
VB,2006,970,,I16,B,2
VB,2006,978,,G16,B,2
VB,2006,978,,G16,B,2
VB,2006,978,,G16,B,2
VB,2006,978,,G16,B,2
VB,2006,978,,G16,B,2
VB,2006,978,,G16,B,2
VB,2006,990,,I16,B,2
VB,2006,991,,I16,B,2
VB,2006,993,,I16,B,2
VB,2006,993,,I16,B,2
VB,2006,993,,I16,B,2
VB,2006,993,,I16,B,2
VB,2006,993,,I16,B,2
VB,2006,1001,,G16,B,2
VB,2006,1010,,I16,B,2
VB,2006,1010,,I16,B,2
VB,2006,1010,,I16,B,2
VB,2006,1014,,G16,B,2
VB,2006,1025,,I16,B,2
VB,2006,1025,,I16,B,2
VB,2006,1025,,I16,B,2
VB,2006,1025,,I16,B,2
VB,2006,1025,,I16,B,2
VB,2006,1026,,I16,B,2
VB,2006,1035,,G16,B,2
VB,2006,1035,,G16,B,2
VB,2006,1035,,G16,B,2
VB,2006,1035,,G16,B,2
VB,2006,1035,,G16,B,2
VB,2006,1035,,G16,B,2
VB,2006,1035,,G16,B,2
VB,2006,1043,,H16,C,2
VB,2006,1043,,H16,C,2
VB,2006,1051,,I15,B,2
VB,2006,1055,,G16,B,2
VB,2006,1064,,I15,B,2
VB,2006,1065,,I15,B,2
VB,2006,1066,,I15,B,2
VB,2006,1075,,I15,B,2
VB,2006,1078,,I15,B,2
VB,2006,1078,,I15,B,2
VB,2006,1079,,I15,B,2
VB,2006,1087,,G16,B,2
VB,2006,1090,,G16,B,2
VB,2006,1096,,I15,B,2
VB,2006,1096,,I15,B,2
VB,2006,1096,,I15,B,2
VB,2006,1096,,I15,B,2
VB,2006,1096,,I15,B,2
VB,2006,1096,,I15,B,2
VB,2006,1096,,I15,B,2
VB,2006,1096,,I15,B,2
VB,2006,1102,,I16,B,2
VB,2006,1106,,I16,B,3
VB,2006,1114,,I16,B,3
VB,2006,1119,,I16,B,3
VB,2006,1120,,I15,B,2
VB,2006,1130,,I16,B,3
VB,2006,1149,,I15,B,2
VB,2006,1150,,I16,B,3
VB,2006,1150,,I16,B,3
VB,2006,1150,,I16,B,3
VB,2006,1150,,I16,B,3
VB,2006,1150,,I16,B,3
VB,2006,1150,,I16,B,3
VB,2006,1150,,I16,B,3
VB,2006,1150,,I16,B,3
VB,2006,1150,,I16,B,3
VB,2006,1151,,G16,C,1
VB,2006,1151,,G16,C,1
VB,2006,1151,,G16,C,1
VB,2006,1157,,G16,C,1
VB,2006,1158,,I16,B,3
VB,2006,1160,,I15,B,2
VB,2006,1163,,G16,C,1
VB,2006,1178,,G16,C,1
VB,2006,1187,,I16,B,3
VB,2006,1187,,I16,B,3
VB,2006,1187,,I16,B,3
VB,2006,1187,,I16,B,3
VB,2006,1187,,I16,B,3
VB,2006,1187,,I16,B,3
VB,2006,1195,,I15,B,2
VB,2006,1197,,I15,B,2
VB,2006,1198,,I15,B,2
VB,2006,1199,,I15,B,2
VB,2006,1201,,G16,C,1
VB,2006,1215,,I16,B,4
VB,2006,1216,,I16,B,4
VB,2006,1217,,I16,B,4
VB,2006,1217,,I16,B,4
VB,2006,1217,,I16,B,4
VB,2006,1217,,I16,B,4
VB,2006,1217,,I16,B,4
VB,2006,1221,,I15,B,2
VB,2006,1225,,I15,B,2
VB,2006,1230,,G16,C,2
VB,2006,1245,,G16,C,2
VB,2006,1246,,I15,B,2
VB,2006,1247,,I15,B,2
VB,2006,1249,,I15,B,2
VB,2006,1274,,G16,C,2
VB,2006,1278,,I15,B,3
VB,2006,1281,,I16,B,4
VB,2006,1281,,I16,B,4
VB,2006,1281,,I16,B,4
VB,2006,1281,,I16,B,4
VB,2006,1284,,I16,B,4
VB,2006,1291,,G16,C,3
VB,2006,1307,,I15,B,3
VB,2006,1311,,I16,B,4
VB,2006,1316,,I16,B,4
VB,2006,1316,,I16,B,4
VB,2006,1316,,I16,B,4
VB,2006,1316,,I16,B,4
VB,2006,1316,,I16,B,4
VB,2006,1316,,I16,B,4
VB,2006,1324,,G16,C,3
VB,2006,1328,,I16,B,4
VB,2006,1346,,I16,B,4
VB,2006,1363,,I16,B,4
VB,2006,1364,,I16,B,4
VB,2006,1365,,I16,B,4
VB,2006,1368,,I16,B,4
VB,2006,1369,,I16,B,4
VB,2006,1371,,I16,B,4
VB,2006,1390,,I15,B,3
VB,2006,1392,,I16,B,4
VB,2006,1392,,I16,B,4
VB,2006,1392,,I16,B,4
VB,2006,1392,,I16,B,4
VB,2006,1392,,I16,B,4
VB,2006,1392,,I16,B,4
VB,2006,1392,,I16,B,4
VB,2006,1392,,I16,B,4
VB,2006,1392,,I16,B,4
VB,2006,1392,,I16,B,4
VB,2006,1392,,I16,B,4
VB,2006,1392,,I16,B,4
VB,2006,1404,,I15,B,3
VB,2006,1416,,I15,B,3
VB,2006,1422,,I16,C,1
VB,2006,1423,,I16,C,1
VB,2006,1424,,I16,C,1
VB,2006,1435,,I16,C,1
VB,2006,1436,,I16,C,1
VB,2006,1437,,I16,C,1
VB,2006,1441,,I15,B,3
VB,2006,1443,,I15,B,3
VB,2006,1450,,I15,B,3
VB,2006,1450,,I15,B,3
VB,2006,1450,,I15,B,3
