Angle,Observed,Calculated,Background,SiO2_nb,Dolomite_nb,Hydroxyapatite_nb,SiO2,Dolomite,Hydroxyapatite
21.7013,731,704.48,633.33,69.68,1.48,0,703.01,634.81,633.33
21.7514,737,698.92,633.5,63.46,1.96,0,696.96,635.46,633.5
21.8015,692,694.65,633.66,58.26,2.74,0,691.92,636.4,633.66
21.8517,692,691.86,633.83,53.87,4.16,0,687.7,637.99,633.83
21.9018,687,691.2,633.98,50.15,7.06,0,684.13,641.04,633.98
21.9519,707,694.55,634.14,46.98,13.43,0,681.12,647.57,634.14
22.0021,743,705.42,634.29,44.26,26.87,0,678.55,661.16,634.29
22.0522,798,713.59,634.43,41.93,37.23,0,676.36,671.66,634.43
22.1024,859,702.73,634.57,39.91,28.24,0,674.48,662.81,634.57
22.1525,849,687.42,634.71,38.17,14.54,0,672.88,649.25,634.71
22.2026,696,678.74,634.84,36.66,7.24,0,671.5,642.08,634.84
22.2528,681,674.54,634.97,35.37,4.21,0,670.34,639.18,634.97
22.3029,704,672.08,635.09,34.24,2.75,0,669.33,637.84,635.09
22.353,683,670.43,635.2,33.28,1.95,0,668.48,637.15,635.2
22.4032,672,669.23,635.31,32.45,1.48,0,667.76,636.79,635.31
22.4533,665,668.32,635.42,31.74,1.17,0,667.16,636.59,635.42
22.5034,709,667.62,635.52,31.14,0.96,0,666.66,636.48,635.52
22.5536,686,667.07,635.61,30.65,0.81,0.01,666.26,636.42,635.62
22.6037,640,666.68,635.7,30.25,0.7,0.04,665.95,636.4,635.74
22.6539,671,666.39,635.78,29.93,0.62,0.07,665.71,636.4,635.85
22.704,658,666.15,635.86,29.68,0.56,0.05,665.54,636.42,635.91
22.7541,652,665.95,635.93,29.51,0.51,0,665.44,636.44,635.93
22.8043,655,665.87,635.99,29.41,0.47,0,665.4,636.46,635.99
22.8544,639,665.86,636.05,29.37,0.44,0,665.42,636.49,636.05
22.9045,608,665.92,636.1,29.39,0.42,0,665.49,636.52,636.1
22.9547,693,666.02,636.15,29.47,0.4,0,665.62,636.55,636.15
23.0048,677,666.19,636.19,29.61,0.39,0,665.8,636.58,636.19
23.055,637,666.4,636.22,29.79,0.38,0,666.01,636.6,636.22
23.1051,659,666.67,636.25,30.04,0.38,0,666.29,636.63,636.25
23.1552,672,666.98,636.27,30.33,0.38,0,666.6,636.65,636.27
23.2054,647,667.34,636.29,30.68,0.38,0,666.97,636.67,636.29
23.2555,670,667.75,636.29,31.07,0.39,0,667.36,636.68,636.29
23.3056,647,668.21,636.29,31.52,0.4,0,667.81,636.69,636.29
23.3558,634,668.73,636.29,32.02,0.41,0,668.31,636.7,636.29
23.4059,617,669.29,636.28,32.57,0.44,0,668.85,636.72,636.28
23.4561,615,669.9,636.26,33.18,0.47,0,669.44,636.73,636.26
23.5062,608,670.58,636.23,33.84,0.5,0,670.07,636.73,636.23
23.5563,644,671.31,636.2,34.56,0.56,0,670.76,636.76,636.2
23.6065,596,672.12,636.16,35.33,0.63,0,671.49,636.79,636.16
23.6566,645,673,636.12,36.16,0.72,0,672.28,636.84,636.12
23.7067,634,673.98,636.07,37.05,0.87,0,673.12,636.94,636.07
23.7569,613,675.08,636.01,38,1.08,0,674.01,637.09,636.01
23.807,636,676.52,635.94,39.16,1.42,0,675.1,637.36,635.94
23.8572,646,679.91,635.87,42.05,2,0,677.92,637.87,635.87
23.9073,671,688.76,635.79,49.87,3.1,0,685.66,638.89,635.79
23.9574,677,714.37,635.7,73.29,5.38,0,708.99,641.08,635.7
24.0076,757,780.43,635.6,134.34,10.48,0,769.94,646.08,635.6
24.0577,803,818.56,635.5,164.01,19.04,0,799.51,654.54,635.5
24.1078,754,767.96,635.39,113.14,19.42,0,748.53,654.81,635.39
24.158,714,731.27,635.28,83.24,12.75,0,718.52,648.03,635.28
24.2081,695,712.18,635.15,70.71,6.32,0,705.86,641.47,635.15
24.2582,651,703.6,635.02,65.16,3.41,0,700.18,638.43,635.02
24.3084,623,699.79,634.89,62.77,2.13,0,697.66,637.02,634.89
24.3585,635,698.26,634.74,62.03,1.49,0,696.77,636.23,634.74
24.4087,639,698.01,634.59,62.29,1.12,0,696.88,635.71,634.59
24.4588,629,698.56,634.43,63.23,0.9,0,697.66,635.33,634.43
24.5089,619,699.7,634.27,64.68,0.75,0,698.95,635.02,634.27
24.5591,649,701.27,634.09,66.54,0.64,0,700.63,634.73,634.09
24.6092,674,703.26,633.91,68.77,0.57,0,702.68,634.48,633.91
24.6593,636,705.6,633.73,71.36,0.51,0,705.09,634.24,633.73
24.7095,596,708.29,633.53,74.28,0.47,0,707.81,634,633.53
24.7596,625,711.33,633.33,77.55,0.44,0,710.88,633.77,633.33
24.8098,674,714.72,633.12,81.18,0.41,0,714.3,633.53,633.12
24.8599,636,718.49,632.91,85.19,0.39,0,718.1,633.3,632.91
24.91,663,722.68,632.68,89.61,0.38,0,722.29,633.06,632.68
24.9602,624,727.31,632.45,94.49,0.37,0,726.94,632.82,632.45
25.0103,662,732.43,632.22,99.86,0.36,0,732.08,632.58,632.22
25.0604,662,738.11,631.97,105.78,0.35,0.01,737.75,632.32,631.98
25.1106,632,744.44,631.72,112.32,0.34,0.05,744.04,632.06,631.77
25.1607,648,751.39,631.46,119.56,0.34,0.02,751.02,631.8,631.48
25.2109,677,759.13,631.2,127.6,0.33,0,758.8,631.53,631.2
25.261,700,767.8,630.93,136.54,0.33,0,767.47,631.26,630.93
25.3111,679,777.5,630.65,146.52,0.33,0,777.17,630.98,630.65
25.3613,742,788.4,630.36,157.71,0.33,0,788.07,630.69,630.36
25.4114,700,800.58,630.07,170.19,0.33,0,800.26,630.4,630.07
25.4615,768,814.49,629.77,184.39,0.33,0.01,814.16,630.1,629.78
25.5117,774,830.32,629.46,200.51,0.33,0.02,829.97,629.79,629.48
25.5618,829,848.43,629.14,218.92,0.33,0.04,848.06,629.47,629.18
25.612,858,869.76,628.82,240.05,0.33,0.55,868.87,629.15,629.37
25.6621,982,893.49,628.5,264.48,0.33,0.18,892.98,628.83,628.68
25.7122,1225,921.6,628.16,292.91,0.34,0.19,921.07,628.5,628.35
25.7624,1270,954.45,627.82,326.28,0.34,0.01,954.1,628.16,627.83
25.8125,1260,993.6,627.47,365.78,0.34,0,993.25,627.81,627.47
25.8626,1279,1040.49,627.12,413.03,0.35,0,1040.15,627.47,627.12
25.9128,1287,1097.28,626.75,470.17,0.35,0,1096.92,627.1,626.75
25.9629,1299,1166.93,626.39,540.19,0.36,0,1166.58,626.75,626.39
26.013,1356,1253.62,626.01,627.25,0.36,0,1253.26,626.37,626.01
26.0632,1448,1363.39,625.63,737.4,0.36,0,1363.03,625.99,625.63
26.1133,1519,1505.17,625.24,879.56,0.37,0,1504.8,625.61,625.24
26.1635,1642,1692.72,624.85,1067.5,0.38,0,1692.35,625.23,624.85
26.2136,1789,1948.05,624.45,1323.23,0.38,0,1947.68,624.83,624.45
26.2637,2043,2304.45,624.04,1680.03,0.39,0,2304.07,624.43,624.04
26.3139,2497,2833.39,623.62,2209.37,0.39,0,2832.99,624.01,623.62
26.364,3121,3657.87,623.2,3034.27,0.4,0,3657.47,623.6,623.2
26.4141,4509,5037.61,622.78,4414.42,0.41,0,5037.2,623.19,622.78
26.4643,6964,7541.99,622.34,6919.23,0.41,0,7541.57,622.75,622.34
26.5144,12170,12451.67,621.9,11829.34,0.42,0,12451.24,622.32,621.9
26.5646,23661,23004.86,621.46,22382.97,0.43,0,23004.43,621.89,621.46
26.6147,44285,43106.71,621.01,42485.27,0.44,0,43106.28,621.45,621.01
26.6648,53522,50711.36,620.55,50090.36,0.45,0,50710.91,621,620.55
26.715,40052,38444.13,620.09,37823.59,0.46,0,38443.68,620.55,620.09
26.7651,21569,21229.93,619.62,20609.85,0.47,0,21229.47,620.09,619.62
26.8152,10217,11158.98,619.14,10539.36,0.48,0,11158.5,619.62,619.14
26.8654,5784,6737.39,618.66,6118.25,0.49,0,6736.91,619.15,618.66
26.9155,3672,4579.14,618.17,3960.47,0.5,0,4578.64,618.67,618.17
26.9657,2687,3385.06,617.68,2766.88,0.51,0,3384.56,618.19,617.68
27.0158,2221,2658.59,617.18,2040.89,0.52,0,2658.07,617.7,617.18
27.0659,1778,2184.42,616.67,1567.22,0.53,0,2183.89,617.2,616.67
27.1161,1671,1858,616.16,1241.29,0.55,0,1857.45,616.71,616.16
27.1662,1458,1624.79,615.65,1008.58,0.56,0,1624.23,616.21,615.65
27.2163,1375,1450.65,615.12,834.96,0.57,0,1450.08,615.69,615.12
27.2665,1298,1317.84,614.6,702.66,0.59,0,1317.26,615.19,614.6
27.3166,1206,1214.21,614.06,599.54,0.6,0,1213.6,614.66,614.06
27.3668,1170,1131.76,613.53,517.61,0.62,0,1131.14,614.15,613.53
27.4169,1031,1065.06,612.98,451.44,0.63,0,1064.42,613.61,612.98
27.467,1055,1010.31,612.43,397.22,0.65,0,1009.65,613.08,612.43
27.5172,1005,964.8,611.88,352.25,0.67,0,964.13,612.55,611.88
27.5673,944,926.54,611.32,314.53,0.69,0,925.85,612.01,611.32
27.6174,887,894.05,610.75,282.59,0.71,0,893.34,611.46,610.75
27.6676,950,866.21,610.18,255.29,0.74,0,865.47,610.92,610.18
27.7177,935,842.19,609.61,231.79,0.79,0,841.4,610.4,609.61
27.7678,955,821.37,609.03,211.41,0.93,0.01,820.44,609.96,609.04
27.818,860,803.4,608.44,193.61,1.3,0.04,802.05,609.74,608.48
27.8681,869,788.4,607.85,177.99,2.42,0.13,785.84,610.27,607.98
27.9183,893,775.79,607.26,164.2,4.23,0.1,771.46,611.49,607.36
27.9684,805,761.99,606.66,151.97,3.36,0.01,758.63,610.02,606.67
28.0185,863,749.26,606.05,141.06,2.14,0,747.11,608.19,606.05
28.0687,826,738.43,605.45,131.36,1.63,0,736.81,607.08,605.45
28.1188,772,728.82,604.83,122.58,1.4,0,727.41,606.23,604.83
28.1689,781,720.17,604.21,114.67,1.29,0,718.88,605.5,604.21
28.2191,802,712.34,603.59,107.51,1.24,0,711.1,604.83,603.59
28.2692,810,705.19,602.96,101,1.22,0,703.96,604.18,602.96
28.3194,797,698.63,602.33,95.08,1.21,0,697.41,603.54,602.33
28.3695,803,692.6,601.7,89.68,1.22,0.01,691.38,602.92,601.71
28.4196,803,687.03,601.06,84.73,1.24,0,685.79,602.3,601.06
28.4698,733,681.87,600.41,80.19,1.27,0,680.6,601.68,600.41
28.5199,825,677.08,599.76,76.01,1.3,0.01,675.77,601.06,599.77
28.57,764,672.62,599.11,72.16,1.34,0.01,671.27,600.45,599.12
28.6202,736,668.68,598.45,68.6,1.38,0.24,667.05,599.83,598.69
28.6703,789,664.59,597.79,65.31,1.43,0.06,663.1,599.22,597.85
28.7205,820,661.02,597.13,62.25,1.48,0.15,659.38,598.61,597.28
28.7706,754,657.43,596.46,59.42,1.54,0.01,655.88,598,596.47
28.8207,754,654.17,595.79,56.78,1.6,0,652.57,597.39,595.79
28.8709,786,651.11,595.11,54.32,1.67,0,649.43,596.78,595.11
28.921,761,648.21,594.43,52.03,1.75,0,646.46,596.18,594.43
28.9711,742,645.47,593.75,49.89,1.83,0,643.64,595.58,593.75
29.0213,778,642.86,593.06,47.89,1.92,0,640.95,594.98,593.06
29.0714,815,640.39,592.37,46.01,2.01,0,638.38,594.38,592.37
29.1216,810,638.04,591.68,44.24,2.12,0,635.92,593.8,591.68
29.1717,742,635.8,590.98,42.59,2.23,0,633.57,593.21,590.98
29.2218,680,633.66,590.28,41.03,2.35,0,631.31,592.63,590.28
29.272,672,631.63,589.57,39.57,2.48,0,629.14,592.05,589.57
29.3221,646,629.69,588.86,38.19,2.63,0,627.05,591.49,588.86
29.3722,680,627.85,588.15,36.9,2.79,0,625.05,590.94,588.15
29.4224,653,626.08,587.44,35.67,2.97,0,623.11,590.41,587.44
29.4725,662,624.4,586.72,34.52,3.16,0,621.24,589.88,586.72
29.5226,698,622.81,586,33.43,3.38,0,619.43,589.38,586
29.5728,649,621.29,585.28,32.39,3.62,0,617.67,588.9,585.28
29.6229,661,619.85,584.55,31.42,3.88,0,615.97,588.43,584.55
29.6731,683,618.5,583.83,30.49,4.18,0,614.32,588.01,583.83
29.7232,632,617.22,583.09,29.62,4.51,0,612.71,587.6,583.09
29.7733,592,616.03,582.36,28.78,4.89,0,611.14,587.25,582.36
29.8235,685,614.93,581.62,27.99,5.31,0,609.61,586.93,581.62
29.8736,678,613.92,580.88,27.24,5.8,0,608.12,586.68,580.88
29.9237,641,613.01,580.14,26.52,6.35,0,606.66,586.49,580.14
29.9739,620,612.22,579.4,25.84,6.99,0,605.24,586.39,579.4
30.024,645,611.56,578.65,25.18,7.73,0,603.83,586.38,578.65
30.0742,662,611.04,577.9,24.54,8.6,0,602.44,586.5,577.9
30.1243,635,610.71,577.15,23.93,9.63,0,601.08,586.78,577.15
30.1744,627,610.6,576.4,23.34,10.86,0,599.74,587.26,576.4
30.2246,642,610.77,575.64,22.75,12.38,0,598.39,588.02,575.64
30.2747,607,611.24,574.88,22.18,14.17,0,597.06,589.05,574.88
30.3248,662,612.11,574.12,21.62,16.37,0,595.74,590.49,574.12
30.375,591,613.59,573.36,21.09,19.15,0,594.45,592.51,573.36
30.4251,603,615.9,572.59,20.57,22.73,0,593.16,595.32,572.59
30.4753,657,619.36,571.83,20.08,27.45,0,591.91,599.28,571.83
30.5254,634,624.49,571.06,19.61,33.82,0,590.67,604.88,571.06
30.5755,633,632.18,570.29,19.16,42.73,0,589.45,613.02,570.29
30.6257,641,643.97,569.52,18.73,55.73,0,588.25,625.25,569.52
30.6758,724,662.77,568.74,18.31,75.72,0,587.05,644.46,568.74
30.7259,646,694.46,567.97,17.91,108.58,0,585.88,676.55,567.97
30.7761,731,751.23,567.19,17.53,166.51,0,584.72,733.7,567.19
30.8262,865,858.3,566.41,17.16,274.72,0,583.57,841.13,566.41
30.8764,1118,1085.06,565.63,16.81,502.62,0,582.44,1068.25,565.63
30.9265,1527,1589.69,564.85,16.47,1008.37,0,581.32,1573.22,564.85
30.9766,2013,1973.75,564.07,16.15,1393.54,0,580.22,1957.61,564.07
31.0268,1744,1727.13,563.28,15.83,1148.01,0,579.11,1711.29,563.28
31.0769,1296,1330.64,562.5,15.53,752.61,0,578.03,1315.11,562.5
31.127,874,953.15,561.71,15.24,376.19,0,576.95,937.9,561.71
31.1772,819,780.48,560.92,14.97,204.59,0.01,575.89,765.51,560.93
31.2273,737,701.39,560.13,14.7,126.54,0.01,574.83,686.67,560.14
31.2774,624,659.59,559.34,14.44,85.78,0.02,573.78,645.12,559.36
31.3276,626,634.77,558.55,14.2,61.98,0.05,572.75,620.53,558.6
31.3777,608,618.67,557.76,13.96,46.89,0.07,571.72,604.65,557.83
31.4279,622,608.42,556.97,13.73,36.72,1.01,570.7,593.69,557.98
31.478,556,599.74,556.17,13.51,29.55,0.51,569.68,585.72,556.68
31.5281,576,594.25,555.38,13.3,24.3,1.28,568.68,579.68,556.66
31.5783,578,588.09,554.58,13.09,20.34,0.07,567.67,574.92,554.65
31.6284,597,583.99,553.78,12.9,17.29,0.02,566.68,571.07,553.8
31.6785,637,580.59,552.99,12.71,14.88,0.02,565.7,567.87,553.01
31.7287,749,577.69,552.19,12.53,12.95,0.02,564.72,565.14,552.21
31.7788,644,575.18,551.39,12.36,11.4,0.03,563.75,562.79,551.42
31.829,601,573.04,550.59,12.19,10.14,0.12,562.78,560.73,550.71
31.8791,556,572.03,549.79,12.03,9.04,1.17,561.82,558.83,550.96
31.9292,561,569.2,548.99,11.88,8.09,0.23,560.87,557.08,549.22
31.9794,553,567.43,548.19,11.74,7.3,0.2,559.93,555.49,548.39
32.0295,573,565.63,547.39,11.6,6.63,0.02,558.99,554.02,547.41
32.0796,561,564.11,546.59,11.46,6.05,0.01,558.05,552.64,546.6
32.1298,548,562.67,545.79,11.33,5.55,0.01,557.12,551.34,545.8
32.1799,553,561.31,544.99,11.21,5.11,0,556.2,550.1,544.99
32.2301,571,560,544.18,11.09,4.72,0,555.27,548.9,544.18
32.2802,553,558.75,543.38,10.98,4.38,0,554.36,547.76,543.38
32.3303,548,557.55,542.58,10.88,4.08,0.01,553.46,546.66,542.59
32.3805,498,556.39,541.78,10.78,3.82,0.01,552.56,545.6,541.79
32.4306,554,555.27,540.98,10.69,3.58,0.03,551.67,544.56,541.01
32.4807,595,554.17,540.17,10.6,3.37,0.03,550.77,543.54,540.2
32.5309,512,553.28,539.37,10.51,3.18,0.21,549.88,542.55,539.58
32.581,555,553.2,538.57,10.44,3.02,1.17,549.01,541.59,539.74
32.6312,532,551.39,537.77,10.38,2.87,0.37,548.15,540.64,538.14
32.6813,472,550.25,536.97,10.39,2.74,0.15,547.36,539.71,537.12
32.7314,508,549.33,536.16,10.52,2.63,0.02,546.68,538.79,536.18
32.7816,531,548.83,535.36,10.93,2.53,0.01,546.29,537.89,535.37
32.8317,485,548.97,534.56,11.95,2.46,0,546.51,537.02,534.56
32.8818,524,550.08,533.76,13.92,2.39,0,547.68,536.15,533.76
32.932,503,550.56,532.96,15.24,2.35,0,548.2,535.31,532.96
32.9821,498,548.61,532.16,14.11,2.33,0,546.27,534.49,532.16
33.0322,499,546.32,531.36,12.61,2.34,0,543.97,533.7,531.36
33.0824,504,544.61,530.57,11.66,2.38,0,542.23,532.95,530.57
33.1325,505,543.34,529.77,11.1,2.47,0,540.87,532.24,529.77
33.1827,564,542.35,528.97,10.74,2.64,0,539.71,531.61,528.97
33.2328,486,541.6,528.17,10.51,2.92,0,538.68,531.09,528.17
33.2829,492,541.12,527.38,10.35,3.39,0,537.73,530.77,527.38
33.3331,512,541.06,526.58,10.24,4.24,0,536.82,530.82,526.58
33.3832,523,541.71,525.79,10.16,5.76,0,535.95,531.55,525.79
33.4333,502,543.77,524.99,10.1,8.68,0,535.09,533.67,524.99
33.4835,533,549.54,524.2,10.06,15.27,0,534.26,539.47,524.2
33.5336,571,561.46,523.41,10.04,28,0,533.45,551.41,523.41
33.5838,559,563.29,522.62,10.04,30.63,0.01,532.66,553.25,522.63
33.6339,535,556.67,521.83,10.04,24.79,0.01,531.87,546.62,521.84
33.684,488,547.17,521.04,10.06,15.99,0.07,531.1,537.03,521.11
33.7342,507,539.36,520.25,10.09,8.61,0.41,530.34,528.86,520.66
33.7843,525,534.98,519.46,10.13,5.28,0.11,529.59,524.74,519.57
33.8344,500,532.64,518.68,10.18,3.71,0.07,528.86,522.39,518.75
33.8846,531,530.99,517.89,10.24,2.86,0.01,528.13,520.75,517.9
33.9347,440,529.76,517.11,10.31,2.34,0,527.42,519.45,517.11
33.9849,551,528.73,516.32,10.39,2.01,0,526.71,518.33,516.32
34.035,502,527.81,515.54,10.49,1.78,0,526.03,517.32,515.54
34.0851,483,526.97,514.76,10.59,1.61,0,525.35,516.37,514.76
34.1353,505,526.18,513.98,10.71,1.48,0,524.69,515.46,513.98
34.1854,487,525.44,513.2,10.84,1.39,0,524.04,514.59,513.2
34.2355,461,524.74,512.43,10.99,1.32,0,523.42,513.75,512.43
34.2857,496,524.06,511.65,11.15,1.26,0,522.8,512.91,511.65
34.3358,473,523.43,510.88,11.33,1.22,0,522.21,512.1,510.88
34.386,448,522.82,510.11,11.52,1.18,0,521.63,511.29,510.11
34.4361,475,522.24,509.34,11.74,1.16,0,521.08,510.5,509.34
34.4862,491,521.69,508.57,11.97,1.15,0,520.54,509.72,508.57
34.5364,494,521.17,507.8,12.23,1.15,0,520.03,508.95,507.8
34.5865,529,520.7,507.03,12.51,1.16,0,519.54,508.19,507.03
34.6366,468,520.26,506.27,12.81,1.17,0,519.08,507.44,506.27
34.6868,450,519.86,505.5,13.15,1.21,0,518.65,506.71,505.5
34.7369,511,519.52,504.74,13.52,1.26,0,518.26,506,504.74
34.787,509,519.23,503.98,13.92,1.33,0,517.9,505.31,503.98
34.8372,494,519.01,503.22,14.36,1.43,0,517.58,504.65,503.22
34.8873,507,518.89,502.47,14.85,1.57,0,517.32,504.04,502.47
34.9375,495,518.87,501.71,15.39,1.78,0,517.1,503.49,501.71
34.9876,524,519.02,500.96,15.98,2.08,0,516.94,503.04,500.96
35.0377,520,519.4,500.21,16.63,2.56,0,516.84,502.77,500.21
35.0879,514,520.23,499.46,17.35,3.35,0.07,516.81,502.81,499.53
35.138,554,521.58,498.71,18.16,4.7,0.01,516.87,503.41,498.72
35.1881,515,524.19,497.96,19.06,7.12,0.05,517.02,505.08,498.01
35.2383,551,529.39,497.22,20.07,12.1,0,517.29,509.32,497.22
35.2884,546,541.23,496.47,21.24,23.52,0,517.71,519.99,496.47
35.3386,589,552.28,495.73,22.62,33.92,0,518.35,529.65,495.73
35.3887,582,547.69,495,24.35,28.35,0,519.35,523.35,495
35.4388,499,542.84,494.26,26.76,21.83,0,521.02,516.09,494.26
35.489,499,536.34,493.52,30.81,12,0,524.33,505.52,493.52
35.5391,524,535.43,492.79,36.02,6.62,0,528.81,499.41,492.79
35.5892,516,533.07,492.06,36.79,4.22,0,528.85,496.28,492.06
35.6394,503,531.73,491.33,37.39,3.01,0,528.72,494.34,491.33
35.6895,513,532.65,490.6,39.72,2.32,0,530.32,492.92,490.6
35.7397,484,535.03,489.88,43.25,1.9,0,533.13,491.78,489.88
35.7898,457,538.59,489.16,47.82,1.62,0,536.98,490.78,489.16
35.8399,466,543.38,488.44,53.52,1.43,0,541.96,489.87,488.44
35.8901,489,549.64,487.72,60.63,1.29,0,548.35,489.01,487.72
35.9402,506,557.76,487,69.56,1.2,0,556.56,488.2,487
35.9903,559,568.39,486.29,80.97,1.12,0,567.26,487.41,486.29
36.0405,512,582.47,485.58,95.82,1.07,0,581.4,486.65,485.58
36.0906,544,601.51,484.87,115.6,1.04,0,600.47,485.91,484.87
36.1408,568,627.93,484.16,142.76,1.01,0,626.92,485.17,484.16
36.1909,601,665.78,483.45,181.33,1,0,664.78,484.45,483.45
36.241,665,721.78,482.75,238.04,1,0,720.79,483.75,482.75
36.2912,689,806.61,482.05,323.56,1,0,805.61,483.05,482.05
36.3413,811,939.96,481.35,457.59,1.02,0,938.94,482.37,481.35
36.3914,1054,1158.05,480.65,676.35,1.04,0,1157,481.69,480.65
36.4416,1458,1537.32,479.96,1056.29,1.08,0,1536.25,481.04,479.96
36.4917,2074,2141.42,479.27,1661.04,1.12,0,2140.31,480.39,479.27
36.5418,2686,2650.18,478.58,2170.43,1.18,0,2649.01,479.76,478.58
36.592,2630,2570,477.89,2090.85,1.25,0,2568.74,479.14,477.89
36.6421,2270,2185.86,477.21,1707.31,1.34,0,2184.52,478.55,477.21
36.6923,1773,1653.29,476.52,1175.31,1.46,0,1651.83,477.98,476.52
36.7424,1330,1216.35,475.84,738.89,1.61,0,1214.73,477.45,475.84
36.7925,966,955.85,475.17,478.87,1.81,0,954.04,476.98,475.17
36.8427,854,806.52,474.49,329.95,2.08,0,804.44,476.57,474.49
36.8928,768,716.55,473.82,240.29,2.45,0,714.11,476.27,473.82
36.9429,614,659.12,473.15,182.97,3.01,0,656.12,476.16,473.15
36.9931,602,620.8,472.48,144.36,3.96,0,616.84,476.44,472.48
37.0432,591,594.26,471.81,117.21,5.24,0,589.02,477.05,471.81
37.0934,559,574.98,471.15,97.44,6.4,0,568.59,477.55,471.15
37.1435,558,561.63,470.49,82.62,8.52,0,553.11,479.01,470.49
37.1936,573,553.52,469.83,71.25,12.44,0,541.08,482.27,469.83
37.2438,519,551.11,469.18,62.36,19.57,0,531.54,488.75,469.18
37.2939,578,559.01,468.52,55.29,35.2,0,523.81,503.72,468.52
37.344,585,586.38,467.87,49.59,68.92,0,517.46,536.79,467.87
37.3942,597,599.38,467.22,44.94,87.22,0,512.16,554.44,467.22
37.4443,573,578.06,466.58,41.11,70.37,0,507.69,536.95,466.58
37.4945,545,557.82,465.93,37.94,53.94,0,503.87,519.87,465.93
37.5446,548,529.6,465.29,35.31,29,0,500.6,494.29,465.29
37.5947,522,513.5,464.66,33.11,15.73,0,497.77,480.39,464.66
37.6449,546,504.99,464.02,31.27,9.7,0,495.29,473.72,464.02
37.695,500,499.74,463.39,29.73,6.63,0,493.12,470.02,463.39
37.7451,485,496.07,462.76,28.45,4.86,0,491.21,467.62,462.76
37.7953,519,493.29,462.13,27.39,3.76,0.01,489.52,465.89,462.14
37.8454,456,491.07,461.5,26.54,3.02,0,488.04,464.52,461.5
37.8956,478,489.28,460.88,25.89,2.51,0,486.77,463.39,460.88
37.9457,531,487.81,460.26,25.42,2.13,0,485.68,462.39,460.26
37.9958,491,486.66,459.64,25.16,1.85,0,484.8,461.49,459.64
38.046,500,485.85,459.03,25.19,1.64,0,484.22,460.67,459.03
38.0961,485,485.63,458.42,25.75,1.47,0,484.17,459.89,458.42
38.1462,489,486.67,457.81,27.53,1.34,0,485.34,459.15,457.81
38.1964,510,488.2,457.2,29.77,1.23,0,486.97,458.43,457.2
38.2465,483,486.42,456.59,28.68,1.14,0,485.27,457.73,456.59
38.2966,468,484.67,455.99,27.6,1.07,0,483.59,457.06,455.99
38.3468,474,483.96,455.39,27.55,1.01,0,482.94,456.4,455.39
38.3969,508,483.83,454.8,28.07,0.96,0,482.87,455.76,454.8
38.4471,491,484.08,454.2,28.96,0.92,0,483.16,455.12,454.2
38.4972,490,484.67,453.61,30.17,0.89,0,483.78,454.5,453.61
38.5473,485,485.59,453.02,31.71,0.86,0,484.73,453.88,453.02
38.5975,457,486.89,452.44,33.62,0.84,0,486.06,453.28,452.44
38.6476,477,488.63,451.85,35.96,0.82,0,487.81,452.67,451.85
38.6977,473,490.91,451.27,38.83,0.81,0,490.1,452.08,451.27
38.7479,460,493.85,450.69,42.35,0.8,0.01,493.04,451.49,450.7
38.798,492,497.71,450.12,46.69,0.79,0.12,496.81,450.91,450.24
38.8482,553,502.49,449.55,52.15,0.78,0.01,501.7,450.33,449.56
38.8983,539,508.89,448.98,59.07,0.78,0.06,508.05,449.76,449.04
38.9484,542,517.23,448.41,68.03,0.78,0,516.44,449.19,448.41
38.9986,520,528.52,447.84,79.89,0.79,0,527.73,448.63,447.84
39.0487,566,544.11,447.28,96.03,0.79,0,543.31,448.07,447.28
39.0988,575,566.33,446.72,118.81,0.8,0,565.53,447.52,446.72
39.149,566,599.37,446.16,152.39,0.82,0,598.55,446.98,446.16
39.1991,647,650.85,445.61,204.4,0.83,0.01,650.01,446.44,445.62
39.2493,716,734.38,445.06,288.46,0.85,0.01,733.52,445.91,445.07
39.2994,883,872.76,444.51,427.36,0.88,0.01,871.87,445.39,444.52
39.3495,1178,1124.91,443.96,679.97,0.92,0.06,1123.93,444.88,444.02
39.3997,1856,1684.37,443.42,1239.58,0.98,0.4,1683,444.4,443.82
39.4498,2881,2710.27,442.88,2266.35,1,0.04,2709.23,443.88,442.92
39.4999,3376,2926.82,442.34,2483.26,1.01,0.22,2925.6,443.35,442.56
39.5501,2798,2466.58,441.8,2023.74,1.03,0.01,2465.54,442.83,441.81
39.6002,2266,1990.56,441.27,1548.22,1.06,0,1989.49,442.33,441.27
39.6503,1504,1304.54,440.74,862.69,1.11,0,1303.43,441.85,440.74
39.7005,1064,935.71,440.21,494.34,1.16,0,934.55,441.37,440.21
39.7506,791,766.23,439.68,325.32,1.22,0,765,440.9,439.68
39.8008,656,681.87,439.16,241.42,1.28,0,680.58,440.44,439.16
39.8509,638,638.1,438.64,198.11,1.36,0,636.75,440,438.64
39.901,582,617.6,438.12,178.04,1.44,0,616.16,439.56,438.12
39.9512,588,613.86,437.61,174.72,1.53,0,612.33,439.14,437.61
40.0013,625,625.96,437.1,187.21,1.64,0.01,624.31,438.74,437.11
40.0514,629,656.94,436.59,218.57,1.77,0.01,655.16,438.36,436.6
40.1016,718,715.39,436.08,277.39,1.91,0.01,713.47,437.99,436.09
40.1517,760,819.75,435.58,382.09,2.08,0.01,817.67,437.66,435.59
